Date,Open,High,Low,Close,Adj Close,Volume
2000-10-11,1.437500,1.500000,1.366071,1.401786,1.223357,299605600
2000-10-12,1.450893,1.486607,1.392857,1.428571,1.246733,297766000
2000-10-13,1.446429,1.580357,1.428571,1.575893,1.375302,311938200
2000-10-16,1.593750,1.660714,1.526786,1.535714,1.340238,205044000
2000-10-17,1.549107,1.566964,1.406250,1.437500,1.254525,150430000
2000-10-18,1.388393,1.504464,1.339286,1.437500,1.254525,208566400
2000-10-19,1.368304,1.415179,1.308036,1.352679,1.180500,376681200
2000-10-20,1.361607,1.455357,1.352679,1.392857,1.215565,197815800
2000-10-23,1.447545,1.468750,1.388393,1.455357,1.270109,137823000
2000-10-24,1.477679,1.491071,1.343750,1.348214,1.176605,201112800
2000-10-25,1.361607,1.370536,1.316964,1.321429,1.153228,165992400
2000-10-26,1.343750,1.348214,1.250000,1.321429,1.153228,180462800
2000-10-27,1.348214,1.370536,1.276786,1.325893,1.157124,186125800
2000-10-30,1.366071,1.424107,1.339286,1.379464,1.203877,159797400
2000-10-31,1.410714,1.446429,1.375000,1.397321,1.219461,221470200
2000-11-01,1.388393,1.491071,1.388393,1.464286,1.277901,143841600
2000-11-02,1.508929,1.602679,1.504464,1.593750,1.390887,147673400
2000-11-03,1.642857,1.642857,1.566964,1.589286,1.386991,128955400
2000-11-06,1.602679,1.616071,1.491071,1.531250,1.336342,98369600
2000-11-07,1.535714,1.558036,1.486607,1.522321,1.328550,75490800
2000-11-08,1.526786,1.531250,1.415179,1.433036,1.250629,105522200
2000-11-09,1.419643,1.464286,1.361607,1.441964,1.258421,119208600
2000-11-10,1.382813,1.419643,1.361607,1.361607,1.188292,105562800
2000-11-13,1.339286,1.428571,1.303571,1.383929,1.207773,107954000
2000-11-14,1.424107,1.464286,1.397321,1.446429,1.262317,102250400
2000-11-15,1.430804,1.441964,1.375000,1.419643,1.238941,70589400
2000-11-16,1.392857,1.415179,1.348214,1.357143,1.184396,59843000
2000-11-17,1.370536,1.375000,1.303571,1.321429,1.153228,111545000
2000-11-20,1.328125,1.392857,1.303571,1.352679,1.180500,102016600
2000-11-21,1.370536,1.392857,1.339286,1.343750,1.172708,75488000
2000-11-22,1.343750,1.366071,1.312500,1.321429,1.153228,70133000
2000-11-24,1.347098,1.392857,1.343750,1.379464,1.203877,40233200
2000-11-27,1.419643,1.424107,1.321429,1.334821,1.164916,64698200
2000-11-28,1.334821,1.357143,1.281250,1.287946,1.124008,67281200
2000-11-29,1.292411,1.308036,1.232143,1.254464,1.094788,123037600
2000-11-30,1.191964,1.214286,1.151786,1.178571,1.028555,202399400
2000-12-01,1.214286,1.250000,1.200893,1.218750,1.063619,96426400
2000-12-04,1.227679,1.227679,1.174107,1.191964,1.040243,92880200
2000-12-05,1.209821,1.245536,1.169643,1.214286,1.059723,153494600
2000-12-06,1.044643,1.071429,1.000000,1.022321,0.892193,343616000
2000-12-07,1.031250,1.062500,1.000000,1.022321,0.892193,102229400
2000-12-08,1.058036,1.093750,1.031250,1.075893,0.938946,108906000
2000-12-11,1.084821,1.098214,1.062500,1.084821,0.946738,83127800
2000-12-12,1.089286,1.142857,1.071429,1.098214,0.958426,96565000
2000-12-13,1.111607,1.111607,1.062500,1.071429,0.935050,86221800
2000-12-14,1.073661,1.089286,1.031250,1.031250,0.899986,65829400
2000-12-15,1.040179,1.049107,1.000000,1.004464,0.876609,128486400
2000-12-18,1.040179,1.044643,0.995536,1.017857,0.888297,81452000
2000-12-19,1.026786,1.089286,1.000000,1.000000,0.872713,93501800
2000-12-20,0.984375,1.044643,0.973214,1.026786,0.896089,141332800
2000-12-21,1.017857,1.071429,0.991071,1.004464,0.876609,91711200
2000-12-22,1.008929,1.071429,1.008929,1.071429,0.935050,79513000
2000-12-26,1.062500,1.071429,1.017857,1.049107,0.915570,54203800
2000-12-27,1.024554,1.058036,1.013393,1.058036,0.923362,81366600
2000-12-28,1.026786,1.066964,1.022321,1.058036,0.923362,76294400
2000-12-29,1.049107,1.071429,1.035714,1.062500,0.927258,157584000
2001-01-02,1.062500,1.089286,1.040179,1.062500,0.927258,113078000
2001-01-03,1.035714,1.191964,1.031250,1.169643,1.020763,204268400
2001-01-04,1.295759,1.321429,1.200893,1.218750,1.063619,184849000
2001-01-05,1.209821,1.241071,1.147321,1.169643,1.020763,103089000
2001-01-08,1.209821,1.213170,1.138393,1.183036,1.032451,93424800
2001-01-09,1.200893,1.260045,1.183036,1.227679,1.071411,147232400
2001-01-10,1.191964,1.214286,1.147321,1.183036,1.032451,145195400
2001-01-11,1.160714,1.321429,1.160714,1.285714,1.122060,200933600
2001-01-12,1.276786,1.285714,1.218750,1.227679,1.071411,105844200
2001-01-16,1.245536,1.303571,1.214286,1.223214,1.067515,76529600
2001-01-17,1.254464,1.254464,1.178571,1.200893,1.048035,210218400
2001-01-18,1.272321,1.339286,1.258929,1.334821,1.164916,306752600
2001-01-19,1.388393,1.397321,1.334821,1.392857,1.215565,194166000
2001-01-22,1.361607,1.401786,1.316964,1.375000,1.199981,129831800
2001-01-23,1.379464,1.495536,1.361607,1.464286,1.277901,219882600
2001-01-24,1.473214,1.477679,1.397321,1.464286,1.277901,179272800
2001-01-25,1.468750,1.468750,1.410714,1.424107,1.242837,122427200
2001-01-26,1.392857,1.415179,1.361607,1.397321,1.219461,120705200
2001-01-29,1.397321,1.553571,1.397321,1.549107,1.351926,213882200
2001-01-30,1.540179,1.571429,1.491071,1.553571,1.355822,173105800
2001-01-31,1.535714,1.607143,1.531250,1.544643,1.348030,182676200
2001-02-01,1.477679,1.535714,1.464286,1.508929,1.316862,92423800
2001-02-02,1.508929,1.566964,1.464286,1.473214,1.285694,106835400
2001-02-05,1.464286,1.468750,1.410714,1.441964,1.258421,71528800
2001-02-06,1.439732,1.527902,1.428571,1.508929,1.316862,115677800
2001-02-07,1.475446,1.491071,1.415179,1.482143,1.293485,98471800
2001-02-08,1.468750,1.504464,1.441964,1.482143,1.293485,151032000
2001-02-09,1.464286,1.486607,1.334821,1.366071,1.192189,147520800
2001-02-12,1.361607,1.428571,1.343750,1.406250,1.227253,68530000
2001-02-13,1.424107,1.459821,1.357143,1.366071,1.192189,59267600
2001-02-14,1.370536,1.401786,1.321429,1.392857,1.215565,77280000
2001-02-15,1.406250,1.468750,1.406250,1.433036,1.250629,77854000
2001-02-16,1.357143,1.392857,1.339286,1.357143,1.184396,65977800
2001-02-20,1.370536,1.388393,1.299107,1.308036,1.141540,78723400
2001-02-21,1.303571,1.424107,1.303571,1.348214,1.176605,97564600
2001-02-22,1.361607,1.383929,1.285714,1.343750,1.172708,107990400
2001-02-23,1.330357,1.348214,1.303571,1.343750,1.172708,73466400
2001-02-26,1.361607,1.406250,1.325893,1.392857,1.215565,51609600
2001-02-27,1.377232,1.388393,1.334821,1.383929,1.207773,87129000
2001-02-28,1.383929,1.388393,1.294643,1.303571,1.137644,127058400
2001-03-01,1.272321,1.339286,1.227679,1.339286,1.168813,82615400
2001-03-02,1.308036,1.459821,1.303571,1.375000,1.199981,101550400
2001-03-05,1.383929,1.464286,1.375000,1.455357,1.270109,81043200
2001-03-06,1.479911,1.575893,1.477679,1.535714,1.340238,182950600
2001-03-07,1.522321,1.544643,1.482143,1.517857,1.324654,104885200
2001-03-08,1.477679,1.508929,1.459821,1.486607,1.297382,51214800
2001-03-09,1.473214,1.477679,1.428571,1.446429,1.262317,74783800
2001-03-12,1.406250,1.419643,1.294643,1.330357,1.161020,97755000
2001-03-13,1.348214,1.397321,1.299107,1.397321,1.219461,110832400
2001-03-14,1.321429,1.464286,1.316964,1.459821,1.274005,119443800
2001-03-15,1.491071,1.526786,1.406250,1.406250,1.227253,132329400
2001-03-16,1.357143,1.450893,1.348214,1.401786,1.223357,117579000
2001-03-19,1.410714,1.473214,1.392857,1.468750,1.281798,89002200
2001-03-20,1.479911,1.495536,1.406250,1.406250,1.227253,124801600
2001-03-21,1.412946,1.491071,1.383929,1.437500,1.254525,92843800
2001-03-22,1.455357,1.553571,1.441964,1.544643,1.348030,180825400
2001-03-23,1.575893,1.683036,1.571429,1.642857,1.433743,236222000
2001-03-26,1.652143,1.696429,1.509286,1.555714,1.357692,183612800
2001-03-27,1.567143,1.646429,1.564286,1.633571,1.425640,135955400
2001-03-28,1.577143,1.607143,1.535714,1.583571,1.382004,146165600
2001-03-29,1.555000,1.675000,1.535714,1.609286,1.404445,153266400
2001-03-30,1.610714,1.622857,1.524286,1.576429,1.375770,100087400
2001-04-02,1.577857,1.618571,1.528571,1.542143,1.345848,85227800
2001-04-03,1.525714,1.528571,1.437857,1.445714,1.261694,92171800
2001-04-04,1.411429,1.446429,1.339286,1.392857,1.215565,171371200
2001-04-05,1.471429,1.607143,1.428571,1.490714,1.300966,111690600
2001-04-06,1.485714,1.502857,1.421429,1.470714,1.283512,81222400
2001-04-09,1.477857,1.524286,1.432857,1.467143,1.280395,66645600
2001-04-10,1.492857,1.621429,1.484286,1.574286,1.373900,114343600
2001-04-11,1.641429,1.642857,1.520000,1.557143,1.358939,83524000
2001-04-12,1.530000,1.644286,1.510714,1.601429,1.397588,74733400
2001-04-16,1.577857,1.600000,1.490000,1.531429,1.336498,71306200
2001-04-17,1.514286,1.515000,1.400000,1.457143,1.271668,171299800
2001-04-18,1.540714,1.720000,1.505714,1.627857,1.420652,275210600
2001-04-19,1.825000,1.839286,1.685714,1.837143,1.603299,468417600
2001-04-20,1.780714,1.830714,1.757143,1.788571,1.560910,173350800
2001-04-23,1.738571,1.785714,1.714286,1.732143,1.511664,135381400
2001-04-24,1.737857,1.767857,1.679286,1.716429,1.497950,94284400
2001-04-25,1.729286,1.775714,1.683571,1.765714,1.540962,82695200
2001-04-26,1.797857,1.864286,1.762857,1.763571,1.539092,199924200
2001-04-27,1.800000,1.877857,1.767857,1.871429,1.633220,113253000
2001-04-30,1.907143,1.937143,1.776429,1.820714,1.588961,123694200
2001-05-01,1.815000,1.892857,1.800000,1.852143,1.616390,106813000
2001-05-02,1.881429,1.907143,1.840000,1.899286,1.657532,92131200
2001-05-03,1.855000,1.875000,1.766429,1.782857,1.555923,75385800
2001-05-04,1.731429,1.846429,1.711429,1.839286,1.605169,70263200
2001-05-07,1.830000,1.840000,1.774286,1.782857,1.555923,69137600
2001-05-08,1.810714,1.817857,1.710714,1.755000,1.531612,78859200
2001-05-09,1.724286,1.753571,1.690714,1.712857,1.494833,81222400
2001-05-10,1.729286,1.750000,1.639286,1.642857,1.433743,72244200
2001-05-11,1.643571,1.677857,1.625714,1.632143,1.424393,50761200
2001-05-14,1.635000,1.691429,1.625000,1.663571,1.451821,77305200
2001-05-15,1.669286,1.821429,1.645714,1.655714,1.444964,59256400
2001-05-16,1.661429,1.750000,1.632143,1.721429,1.502313,80582600
2001-05-17,1.730714,1.737857,1.660714,1.682143,1.468028,83029800
2001-05-18,1.668571,1.688571,1.651429,1.680714,1.466782,39762800
2001-05-21,1.687857,1.707857,1.646429,1.682857,1.468652,115249400
2001-05-22,1.714286,1.723571,1.671429,1.678571,1.464912,103229000
2001-05-23,1.696429,1.696429,1.632857,1.659286,1.448081,70260400
2001-05-24,1.663571,1.664286,1.615714,1.657143,1.446211,67939200
2001-05-25,1.657143,1.663571,1.607143,1.625714,1.418782,39685800
2001-05-29,1.594286,1.607143,1.486429,1.533571,1.338368,128997400
2001-05-30,1.482857,1.482857,1.378571,1.412857,1.233019,194269600
2001-05-31,1.414286,1.445714,1.392143,1.425000,1.243616,110723200
2001-06-01,1.437857,1.506429,1.427143,1.492143,1.302213,114018800
2001-06-04,1.505714,1.507857,1.461429,1.475714,1.287875,70480200
2001-06-05,1.485714,1.507143,1.453571,1.495714,1.305330,117948600
2001-06-06,1.495000,1.495000,1.452143,1.480714,1.292239,55794200
2001-06-07,1.479286,1.550000,1.460714,1.547143,1.350212,81295200
2001-06-08,1.546429,1.546429,1.479286,1.522857,1.329018,85656200
2001-06-11,1.503571,1.505000,1.425000,1.431429,1.249227,73500000
2001-06-12,1.412143,1.477857,1.411429,1.450714,1.266058,75948600
2001-06-13,1.530000,1.552143,1.432857,1.462143,1.276032,127871800
2001-06-14,1.431429,1.460714,1.412143,1.420000,1.239253,74337200
2001-06-15,1.435714,1.482143,1.382143,1.460000,1.274161,113656200
2001-06-18,1.457857,1.489286,1.428571,1.452143,1.267304,86478000
2001-06-19,1.489286,1.528571,1.429286,1.442143,1.258577,80271800
2001-06-20,1.428571,1.560714,1.427143,1.547857,1.350835,107905000
2001-06-21,1.539286,1.642857,1.507143,1.606429,1.401952,85332800
2001-06-22,1.605714,1.642857,1.554286,1.590000,1.387614,71506400
2001-06-25,1.607143,1.714286,1.603571,1.713571,1.495456,109887400
2001-06-26,1.667143,1.697857,1.643571,1.696429,1.480496,68195400
2001-06-27,1.702143,1.714286,1.607143,1.667143,1.454938,93532600
2001-06-28,1.646429,1.707857,1.638571,1.681429,1.467405,87102400
2001-06-29,1.690000,1.792857,1.657143,1.660714,1.449327,128847600
2001-07-02,1.688571,1.730714,1.652857,1.707143,1.489846,57512000
2001-07-03,1.679286,1.727143,1.678571,1.702857,1.486107,28135800
2001-07-05,1.685714,1.697857,1.643571,1.656429,1.445587,38073000
2001-07-06,1.625714,1.640000,1.551429,1.573571,1.373276,75730200
2001-07-09,1.577857,1.642857,1.548571,1.621429,1.415042,84366800
2001-07-10,1.639286,1.647857,1.488571,1.510000,1.317797,98817600
2001-07-11,1.502143,1.610714,1.500000,1.610000,1.405068,117626600
2001-07-12,1.664286,1.772143,1.664286,1.740000,1.518521,153700400
2001-07-13,1.723571,1.786429,1.702857,1.775000,1.549066,113685600
2001-07-16,1.777143,1.792857,1.707857,1.711429,1.493586,69666800
2001-07-17,1.712857,1.801429,1.643571,1.792857,1.564650,161957600
2001-07-18,1.555714,1.627143,1.458571,1.485000,1.295979,284253200
2001-07-19,1.516429,1.530000,1.410714,1.425714,1.244240,215285000
2001-07-20,1.407143,1.432857,1.392143,1.427143,1.245486,111146000
2001-07-23,1.435000,1.464286,1.393571,1.395714,1.218058,60340000
2001-07-24,1.385000,1.422857,1.337857,1.363571,1.190006,87094000
2001-07-25,1.365714,1.378571,1.283571,1.319286,1.151358,110969600
2001-07-26,1.320000,1.342857,1.275000,1.327857,1.158839,92285200
2001-07-27,1.339286,1.375000,1.321429,1.354286,1.181903,83533800
2001-07-30,1.365714,1.382857,1.322143,1.352143,1.180033,60839800
2001-07-31,1.376429,1.387143,1.322143,1.342143,1.171306,58756600
2001-08-01,1.357857,1.412857,1.353571,1.361429,1.188137,76034000
2001-08-02,1.403571,1.419286,1.375714,1.415714,1.235512,63022400
2001-08-03,1.420714,1.421429,1.357143,1.392857,1.215565,46513600
2001-08-06,1.360000,1.404286,1.357143,1.366429,1.192500,24913000
2001-08-07,1.380714,1.405000,1.355714,1.375000,1.199981,42137200
2001-08-08,1.375714,1.407143,1.324286,1.350000,1.178163,69042400
2001-08-09,1.354286,1.367857,1.337143,1.360714,1.187513,50166200
2001-08-10,1.360000,1.380000,1.327857,1.358571,1.185643,46740400
2001-08-13,1.364286,1.380714,1.340000,1.363571,1.190006,36999200
2001-08-14,1.371429,1.382857,1.333571,1.337857,1.167565,57237600
2001-08-15,1.340000,1.352857,1.300000,1.317143,1.149488,72319800
2001-08-16,1.305000,1.339286,1.283571,1.332143,1.162578,72023000
2001-08-17,1.285714,1.317857,1.285000,1.290714,1.126424,52106600
2001-08-20,1.295714,1.302143,1.272143,1.294286,1.129540,63075600
2001-08-21,1.295714,1.295714,1.264286,1.280000,1.117073,46425400
2001-08-22,1.281429,1.303571,1.257857,1.300714,1.135151,43493800
2001-08-23,1.300000,1.310000,1.255714,1.272143,1.110216,54269600
2001-08-24,1.285714,1.330000,1.260714,1.326429,1.157592,72583000
2001-08-27,1.328571,1.378571,1.297143,1.351429,1.179410,43911000
2001-08-28,1.350000,1.367143,1.314286,1.314286,1.146994,42933800
2001-08-29,1.317143,1.345000,1.273571,1.273571,1.111462,59992800
2001-08-30,1.267143,1.298571,1.234286,1.273571,1.111462,92173200
2001-08-31,1.266429,1.328571,1.260714,1.325000,1.156345,54226200
2001-09-04,1.321429,1.362857,1.298571,1.303571,1.137644,87053400
2001-09-05,1.302857,1.353571,1.294286,1.325000,1.156345,90014400
2001-09-06,1.314286,1.352143,1.260714,1.265714,1.104606,70592200
2001-09-07,1.250000,1.292857,1.228571,1.234286,1.077177,60457600
2001-09-10,1.214286,1.250000,1.208571,1.240714,1.082788,77211400
2001-09-17,1.142857,1.219286,1.123571,1.213571,1.059100,114501800
2001-09-18,1.207143,1.265714,1.155000,1.162857,1.014841,81775400
2001-09-19,1.178571,1.221429,1.114286,1.215714,1.060970,93329600
2001-09-20,1.163571,1.210714,1.107143,1.120000,0.977439,102793600
2001-09-21,1.057143,1.160714,1.048571,1.123571,0.980556,142629200
2001-09-24,1.150714,1.202857,1.139286,1.175000,1.025438,73634400
2001-09-25,1.152857,1.158571,1.096429,1.110000,0.968712,93601200
2001-09-26,1.129286,1.135000,1.066429,1.082143,0.944400,123449200
2001-09-27,1.089286,1.125000,1.085714,1.107857,0.966842,80560200
2001-09-28,1.122143,1.136429,1.099286,1.107857,0.966842,91277200
2001-10-01,1.106429,1.142143,1.087857,1.110000,0.968712,52052000
2001-10-02,1.102143,1.130714,1.062857,1.075000,0.938167,58970800
2001-10-03,1.067857,1.097143,1.059286,1.070000,0.933803,170760800
2001-10-04,1.096429,1.160714,1.070714,1.134286,0.989906,100280600
2001-10-05,1.100000,1.153571,1.070714,1.152857,1.006114,85671600
2001-10-08,1.112143,1.167857,1.107143,1.157143,1.009854,51996000
2001-10-09,1.146429,1.157143,1.116429,1.142857,0.997387,43506400
2001-10-10,1.150000,1.203571,1.139286,1.201429,1.048503,76939800
2001-10-11,1.208571,1.267143,1.203571,1.267143,1.105852,83540800
2001-10-12,1.236429,1.291429,1.204286,1.286429,1.122683,71953000
2001-10-15,1.282143,1.312857,1.282143,1.285000,1.121436,79688000
2001-10-16,1.292143,1.300000,1.269286,1.286429,1.122683,50737400
2001-10-17,1.310000,1.315000,1.211429,1.213571,1.059100,71384600
2001-10-18,1.235000,1.302143,1.235000,1.285714,1.122060,153143200
2001-10-19,1.281429,1.314286,1.277143,1.307143,1.140761,41697600
2001-10-22,1.300714,1.362143,1.292143,1.358571,1.185643,97984600
2001-10-23,1.365714,1.387143,1.276429,1.295714,1.130787,171245200
2001-10-24,1.290000,1.363571,1.267857,1.353571,1.181280,93606800
2001-10-25,1.317143,1.375000,1.297143,1.370714,1.196240,63737800
2001-10-26,1.347143,1.375000,1.330000,1.333571,1.163826,69741000
2001-10-29,1.326429,1.333571,1.257143,1.259286,1.098995,59795400
2001-10-30,1.241429,1.285714,1.218571,1.257143,1.097125,69190800
2001-10-31,1.266429,1.314286,1.245714,1.254286,1.094632,68437600
2001-11-01,1.260714,1.341429,1.232143,1.327857,1.158839,78248800
2001-11-02,1.322857,1.347143,1.297143,1.326429,1.157592,49301000
2001-11-05,1.345714,1.375000,1.329286,1.362143,1.188760,58948400
2001-11-06,1.354286,1.401429,1.323571,1.397857,1.219929,79004800
2001-11-07,1.390000,1.437857,1.380714,1.399286,1.221175,95747400
2001-11-08,1.402143,1.420714,1.326429,1.336429,1.166319,85535800
2001-11-09,1.328571,1.375000,1.325000,1.336429,1.166319,33573400
2001-11-12,1.332857,1.369286,1.282857,1.339286,1.168813,50374800
2001-11-13,1.362857,1.385000,1.336429,1.383571,1.207461,56168000
2001-11-14,1.399286,1.421429,1.367857,1.400714,1.222422,55287400
2001-11-15,1.389286,1.421429,1.373571,1.389286,1.212448,53257400
2001-11-16,1.376429,1.377857,1.314286,1.355000,1.182526,57666000
2001-11-19,1.357143,1.432143,1.354286,1.428571,1.246733,83147400
2001-11-20,1.415714,1.442857,1.392857,1.395000,1.217435,69146000
2001-11-21,1.400714,1.414286,1.375714,1.405714,1.226785,50395800
2001-11-23,1.407857,1.425000,1.397857,1.417143,1.236759,15001000
2001-11-26,1.424286,1.539286,1.420000,1.526429,1.332134,115172400
2001-11-27,1.514286,1.537143,1.464286,1.500000,1.309070,67138400
2001-11-28,1.489286,1.515000,1.457857,1.466429,1.279772,62652800
2001-11-29,1.471429,1.478571,1.442143,1.458571,1.272914,50691200
2001-11-30,1.462143,1.531429,1.446429,1.521429,1.327771,75978000
2001-12-03,1.504286,1.520000,1.471429,1.503571,1.312186,45291400
2001-12-04,1.503571,1.611429,1.480000,1.600000,1.396341,95104800
2001-12-05,1.597143,1.716429,1.583571,1.697143,1.481119,142144800
2001-12-06,1.677143,1.678571,1.581429,1.627143,1.420029,84733600
2001-12-07,1.604286,1.622143,1.571429,1.610000,1.405068,50878800
2001-12-10,1.592143,1.642143,1.587857,1.610000,1.405068,42502600
2001-12-11,1.619286,1.632143,1.546429,1.555714,1.357692,51368800
2001-12-12,1.562143,1.565714,1.517857,1.535000,1.339615,48115200
2001-12-13,1.535000,1.539286,1.464286,1.500000,1.309070,49460600
2001-12-14,1.480714,1.487857,1.435000,1.456429,1.271044,47471200
2001-12-17,1.457143,1.500000,1.442143,1.472857,1.285382,43428000
2001-12-18,1.492143,1.523571,1.444286,1.500714,1.309693,58809800
2001-12-19,1.470000,1.548571,1.462143,1.544286,1.347719,72489200
2001-12-20,1.528571,1.533571,1.472857,1.476429,1.288499,55216000
2001-12-21,1.500714,1.538571,1.485714,1.500000,1.309070,64083600
2001-12-24,1.492857,1.532143,1.492857,1.525714,1.331511,12657400
2001-12-26,1.525000,1.592857,1.510000,1.535000,1.339615,36600200
2001-12-27,1.541429,1.589286,1.541429,1.576429,1.375770,47877200
2001-12-28,1.569286,1.642857,1.568571,1.602143,1.398211,74781000
2001-12-31,1.607857,1.618571,1.559286,1.564286,1.365173,34445600
2002-01-02,1.575000,1.664286,1.568571,1.664286,1.452444,132374200
2002-01-03,1.642857,1.696429,1.626429,1.684286,1.469898,153001800
2002-01-04,1.667143,1.710714,1.642143,1.692143,1.476755,102494000
2002-01-07,1.694286,1.714286,1.625000,1.635714,1.427509,111146000
2002-01-08,1.625000,1.646429,1.604286,1.615000,1.409432,112509600
2002-01-09,1.628571,1.637857,1.520000,1.546429,1.349589,81958800
2002-01-10,1.515714,1.532857,1.446429,1.516429,1.323407,113184400
2002-01-11,1.527857,1.560000,1.471429,1.503571,1.312186,87200400
2002-01-14,1.500714,1.528571,1.492857,1.510714,1.318420,103999000
2002-01-15,1.522857,1.554286,1.515000,1.550000,1.352706,72580200
2002-01-16,1.529286,1.529286,1.464286,1.484286,1.295356,141723400
2002-01-17,1.568571,1.624286,1.562143,1.605714,1.401328,165144000
2002-01-18,1.571429,1.614286,1.568571,1.583571,1.382004,84702800
2002-01-22,1.590714,1.597857,1.558571,1.558571,1.360186,81828600
2002-01-23,1.557143,1.645714,1.542143,1.644286,1.434990,110819800
2002-01-24,1.636429,1.679286,1.635714,1.657857,1.446834,86000600
2002-01-25,1.635000,1.672857,1.618571,1.660714,1.449327,46478600
2002-01-28,1.671429,1.682143,1.622857,1.662143,1.450574,46611600
2002-01-29,1.658571,1.681429,1.632143,1.647857,1.438107,60081000
2002-01-30,1.647857,1.724286,1.638571,1.720714,1.501690,117894000
2002-01-31,1.725714,1.766429,1.722143,1.765714,1.540962,117111400
2002-02-01,1.738571,1.782857,1.738571,1.743571,1.521638,99576400
2002-02-04,1.737143,1.822857,1.728571,1.810714,1.580234,130593400
2002-02-05,1.792143,1.855714,1.791429,1.817857,1.586468,114221800
2002-02-06,1.828571,1.855714,1.725000,1.762143,1.537845,149394000
2002-02-07,1.760714,1.806429,1.720000,1.735714,1.514781,86958200
2002-02-08,1.742857,1.760000,1.669286,1.716429,1.497950,88832800
2002-02-11,1.709286,1.785714,1.695714,1.784286,1.557170,99650600
2002-02-12,1.761429,1.788571,1.746429,1.765000,1.540339,56070000
2002-02-13,1.766429,1.802857,1.760714,1.786429,1.559040,78218000
2002-02-14,1.789286,1.802143,1.741429,1.757143,1.533482,65042600
2002-02-15,1.752143,1.784286,1.703571,1.707143,1.489846,65046800
2002-02-19,1.697143,1.705000,1.605714,1.615714,1.410055,97564600
2002-02-20,1.626429,1.657143,1.596429,1.652143,1.441847,71360800
2002-02-21,1.637143,1.642857,1.532143,1.535714,1.340238,111687800
2002-02-22,1.547143,1.639286,1.535714,1.624286,1.417535,101619000
2002-02-25,1.632143,1.765714,1.597143,1.700714,1.484235,106712200
2002-02-26,1.707857,1.740714,1.660714,1.690714,1.475509,65032800
2002-02-27,1.710000,1.732143,1.495714,1.568571,1.368913,257539800
2002-02-28,1.582143,1.613571,1.525000,1.550000,1.352706,114234400
2002-03-01,1.566429,1.678571,1.558571,1.675000,1.461795,87248000
2002-03-04,1.661429,1.755714,1.625714,1.735000,1.514157,87064600
2002-03-05,1.725000,1.745000,1.671429,1.680714,1.466782,68675600
2002-03-06,1.677143,1.738571,1.637857,1.719286,1.500444,56551600
2002-03-07,1.718571,1.752143,1.686429,1.741429,1.519768,64562400
2002-03-08,1.767143,1.792143,1.735714,1.761429,1.537222,67443600
2002-03-11,1.757143,1.795714,1.721429,1.790000,1.562157,65696400
2002-03-12,1.750714,1.767143,1.721429,1.765714,1.540962,63513800
2002-03-13,1.740714,1.775000,1.725000,1.749286,1.526624,50191400
2002-03-14,1.735714,1.757143,1.705000,1.745000,1.522884,54324200
2002-03-15,1.747143,1.782857,1.732143,1.782143,1.555300,60225200
2002-03-18,1.782143,1.789286,1.737143,1.767143,1.542209,76139000
2002-03-19,1.763571,1.807143,1.735714,1.775000,1.549066,60586400
2002-03-20,1.761429,1.795714,1.750000,1.780000,1.553430,73579800
2002-03-21,1.704286,1.735714,1.661429,1.733571,1.512911,154088200
